0 1 2 3 4 5 6 7 8 9 10
53 133 229 260 341 439 492 566 612 874 882
54 163 202 273 331 406 483 595 604 879 884
55 127 213 293 348 437 442 556 630 880 881
56 142 242 290 358 393 469 576 615 873 890
57 148 206 244 361 433 452 570 655 883 889
58 134 193 292 333 411 473 551 654 875 890
59 140 219 243 355 440 449 561 652 880 887
60 135 231 285 344 416 455 558 646 873 877
61 119 199 256 345 403 487 550 648 882 890
62 155 210 271 374 418 462 582 617 874 878
63 156 207 295 327 421 484 562 625 876 889
64 161 201 264 325 434 456 590 633 876 880
65 125 215 278 360 397 474 594 650 874 884
66 162 212 247 332 417 490 567 610 882 886
67 130 240 288 352 402 447 591 629 873 883
74 159 209 267 377 401 464 573 611 874 889
75 138 203 250 359 436 446 599 616 877 888
76 129 234 291 330 420 448 572 634 873 887
77 115 194 286 372 396 451 581 623 886 888
78 126 228 246 371 427 481 593 645 878 890
37 113 204 276 368 412 470 560 651 878 881
89 143 218 261 373 413 453 554 626 878 879
90 160 214 251 338 390 457 574 637 885 890
87 144 230 275 337 389 463 557 653 883 888
88 112 208 257 335 394 467 596 644 881 889
85 136 211 253 328 400 482 601 624 881 884
86 147 217 259 346 405 443 577 647 876 888
83 124 191 265 351 438 466 571 607 875 886
84 121 195 270 329 415 493 578 627 877 882
81 132 226 277 339 435 450 553 614 880 883
82 111 205 254 347 430 485 555 618 887 889
79 128 190 268 369 429 460 563 608 875 879
80 157 196 272 354 395 444 565 622 877 885
78 106 230 387 484 592 646 698 801 802 862
74 102 226 427 441 589 643 694 793 794 859
75 103 227 428 481 549 644 695 795 796 860
76 104 228 429 482 590 603 696 797 798 861
80 109 232 432 486 593 647 699 712 803 864
79 108 231 431 485 594 648 700 711 804 863
77 105 229 430 483 591 645 697 799 800 819
38 108 208 398 492 587 605 680 754 772 855
39 106 200 391 488 586 618 710 769 792 846
40 109 210 426 457 595 625 692 725 737 824
41 107 189 434 474 559 653 674 715 732 841
42 102 202 403 470 599 633 661 728 775 870
43 109 219 425 463 550 649 667 750 768 835
44 109 209 396 494 563 638 669 757 780 823
45 106 242 419 456 584 612 681 714 759 865
46 104 206 406 475 578 606 663 805 811 853
47 103 235 418 473 585 609 706 713 762 834
48 105 239 408 468 564 631 662 731 765 872
49 104 216 388 455 596 652 688 746 764 827
50 101 201 394 462 571 629 682 808 810 839
51 104 193 402 444 600 640 672 727 776 869
52 109 191 439 477 570 616 687 722 724 856
53 102 214 389 465 556 632 670 806 812 857
54 107 238 395 471 597 614 691 716 770 847
55 101 220 405 472 555 656 704 739 790 854
56 108 217 423 466 561 604 683 734 743 871
57 102 236 392 476 601 621 679 730 767 830
58 108 213 421 461 581 620 660 778 791 867
59 106 218 411 446 569 611 693 813 814 843
60 107 204 410 489 602 607 671 773 783 833
61 101 241 409 451 579 641 708 726 788 844
62 106 199 433 442 565 634 702 758 786 826
63 105 192 417 469 580 624 676 815 817 822
64 108 196 407 490 573 642 685 717 742 836
65 109 212 399 491 553 626 690 753 771 825
66 102 237 424 443 558 617 678 735 756 868
67 107 203 437 458 567 608 665 782 787 866
68 103 215 440 447 574 613 709 752 755 821
69 108 198 415 454 572 636 707 718 763 849
70 101 207 436 448 568 650 689 761 774 831
71 107 222 422 479 588 639 658 816 818 828
72 102 240 413 493 562 628 684 719 785 851
73 103 197 404 460 576 655 703 740 789 820
37 103 194 420 450 552 635 686 807 809 848
89 104 223 393 445 583 630 705 749 784 837
90 106 190 435 467 577 627 657 729 741 832
88 105 225 414 487 554 619 668 723 736 840
87 101 195 412 464 598 615 675 751 777 829
85 103 205 438 453 557 622 659 745 760 842
86 105 224 397 452 551 651 673 738 781 852
83 105 234 401 478 575 637 664 721 748 845
84 107 233 400 449 582 623 677 720 747 838
82 104 221 390 459 560 610 701 744 779 850
81 101 211 416 480 566 654 666 733 766 858
34 107 186 495 534 535 536 537 538 889 890
29 101 184 504 510 514 530 541 543 879 885
30 109 187 503 511 517 522 529 532 873 881
31 102 180 497 512 516 527 544 545 875 887
32 104 183 505 513 519 521 542 547 874 888
33 108 182 500 509 515 518 524 540 878 883
28 105 188 498 502 507 520 531 548 877 880
35 103 185 496 506 523 526 533 539 876 882
36 106 181 499 501 508 525 528 546 884 886
